country,description,designation,points,price,province,region_1,title,variety,year,category,price_range
Chile,"Dusty, smooth aromas of spiced apple are easy to like. This is sticky, with just enough acidity to maintain freshness. Flavors of peach, honey and nutmeg are sweet and spicy, while the finish is upright and feels lively.",Late Harvest,87,13.0,Cachapoal Valley,,Anakena 2012 Late Harvest Viognier (Cachapoal Valley),Viognier,2012.0,3/6 Very Good,Up to 20€
Chile,"This wine is volatile and grassy on the nose, and extremely horsey. Odd flavors of mango and pineapple are way out of place, and the finish tastes of bad tobacco.",Gran Reserva,80,14.0,Colchagua Valley,,Viu Manent 2012 Gran Reserva Malbec (Colchagua Valley),Malbec,2012.0,1/6 Acceptable,Up to 20€
Chile,"One sniff indicates there's a fair amount of oak on this Chardonnay, plus baked apple and peach scents. The palate offers acidic rip and lemony cut, but it's not too sharp. Tangy flavors of lemon and citrus are wrapped in resiny oak, and the finish is textured and long.",Single Vineyard Falaris Hill Vineyard Reserva Especial,87,20.0,Leyda Valley,,Leyda 2011 Single Vineyard Falaris Hill Vineyard Reserva Especial Chardonnay (Leyda Valley),Chardonnay,2011.0,3/6 Very Good,Up to 20€
Chile,"Pure cherry and cassis aromas carry the bouquet to a juicy and tightly wound palate that bears cassis, chocolate and toast flavors. This hits the spot with a long, lightly herbal and solid finish. Drink now through 2015.",Amplus,90,22.0,Peumo,,Santa Ema 2009 Amplus Cabernet Sauvignon (Peumo),Cabernet Sauvignon,2009.0,4/6 Excellent,Up to 50€
Chile,"Stalky, lightly vegetal aromas come with notes of match stick and bitterness. This feels fresh in the mouth but tastes briny, with citrus, jalapeño and green bean accents. A bland, pithy finish feels round. Drink now.",Ocean Side,84,16.0,San Antonio,,Santa Carolina 2012 Ocean Side Sauvignon Blanc (San Antonio),Sauvignon Blanc,2012.0,2/6 Good,Up to 20€
Chile,"There's no shortage of funky wildness to the nose: leather, juniper and rubbery berry scents are all accounted for. The palate carries minimal tannic grip, while flavors of herbal berry fruits rekindle the juniper from the nose, leaving an herbal aftertaste.",Reserva,83,10.0,Maipo Valley,,Santa Alicia 2011 Reserva Shiraz (Maipo Valley),Shiraz,2011.0,2/6 Good,Up to 10€
Chile,"Aromas of peach pit, dried almond skins and white pineapple are on the raw side, while the palate on this Viognier-heavy blend is waxy yet citric. Flavors of white grapefruit and lemon are pithy, and finish with bitter almond flavors.",Estate,82,16.0,Colchagua Valley,,Estampa 2013 Estate Viognier-Chardonnay (Colchagua Valley),Viognier-Chardonnay,2013.0,1/6 Acceptable,Up to 20€
Chile,"This is a focused, cool-climate wine, with cherry, raspberry and spice aromas. It's edgy and fresh on the palate, with racy strawberry and cherry flavors that are accented by chocolate and spice notes. The finish is both tangy and zesty as well as spicy and chocolaty. Only 280 cases made.",Alazan,89,32.0,Casablanca Valley,,Kingston Family 2011 Alazan Pinot Noir (Casablanca Valley),Pinot Noir,2011.0,3/6 Very Good,Up to 50€
Chile,"Pinched and sharp on the nose, this has nettle and citrus aromas that are more typical of Sauvignon Blanc than of Chardonnay. It feels juicy and acidic, with passion fruit, grapefruit and lasting citrus flavors. It's fresh and racy, but it's varietally confusing.",Albamar,82,11.0,Casablanca Valley,,William Cole 2011 Albamar Chardonnay (Casablanca Valley),Chardonnay,2011.0,1/6 Acceptable,Up to 20€
Chile,"Spicy, dry and showing cassis and berry aromas, this is a textbook Chilean Cabernet. A tight, tannic palate stops short of grating, while spicy berry and toast flavors offer a touch of oaky mocha. The finish is mild and echoes with the flavors that came before it.",Reserva,89,15.0,Curicó Valley,,Echeverria 2011 Reserva Cabernet Sauvignon (Curicó Valley),Cabernet Sauvignon,2011.0,3/6 Very Good,Up to 20€
Chile,"This has a powdery nose and melony, tropical fruit aromas. The mouthfeel is pleasant and round, with vital acidity. Flavors of baked apple, buttercup and briny apricot finish smooth, with a pinch of salt.",La Joya Gran Reserva,87,15.0,Colchagua Valley,,Viña Bisquertt 2013 La Joya Gran Reserva Viognier (Colchagua Valley),Viognier,2013.0,3/6 Very Good,Up to 20€
Chile,"This smells forced and grapy, with murky undertones. Flabby on the palate, this organic red tastes nutty and earthy. An aftertaste of mulch and peanut is off base and highly questionable.",Organic,80,14.0,Maipo Valley,,Teillery 2014 Organic Carmenère (Maipo Valley),Carmenère,2014.0,1/6 Acceptable,Up to 20€
Chile,"Classic Cabernet aromas of cassis and boysenberry are steady on the nose. This is plush and mouthfilling, with good overall balance. Flavors of herbs, olive, chocolate, baking spices and blackberry are bright, healthy and end with notes of additional spices and herbs.",Vieilles Vignes,90,21.0,Rapel Valley,,Château Los Boldos 2013 Vieilles Vignes Cabernet Sauvignon (Rapel Valley),Cabernet Sauvignon,2013.0,4/6 Excellent,Up to 50€
Chile,"Starts out kind of murky and pasty, with gummy black fruit and compost aromas. Airing helps it escape that shell, and in the mouth there's rubbery blueberry flavors mixed with mildly tart rhubarb and bramble. Good enough, but doesn't do much to push the envelope that is Chilean Syrah.",Winemaker's Collection,85,15.0,Colchagua Valley,,Simone 2008 Winemaker's Collection Syrah (Colchagua Valley),Syrah,2008.0,2/6 Good,Up to 20€
Chile,"Olive and green aromas blend with leathery berry scents on what amounts to a common nose. Fresh enough in the mouth, with a pretty good overall feel and standard varietal flavors of herbal berry, chocolate and tobacco. Creamy on the finish.",Reserva,84,11.0,Curicó Valley,,Echeverria 2009 Reserva Carmenère (Curicó Valley),Carmenère,2009.0,2/6 Good,Up to 20€
Chile,"Snappy grapefruit and tangerine aromas are clean and crisp. That also describes the palate on this Maule Valley SB. Fairly intense flavors of lemon-lime and grapefruit cruise across a racy, unbroken finish.",Reserva,87,11.0,Maule Valley,,Balduzzi 2016 Reserva Sauvignon Blanc (Maule Valley),Sauvignon Blanc,2016.0,3/6 Very Good,Up to 20€
Chile,"Green and vegetal in aromas and flavors. The nose deals pea, green bean and asparagus tempered by lime and melon. The palate has weight and a mix of green, grassy flavors as well as apple, lime and pineapple. A jalapeño-like burn is prominent on the finish. Definitely a cool-climate SB.",Indo,84,11.0,San Antonio,,Anakena 2010 Indo Sauvignon Blanc (San Antonio),Sauvignon Blanc,2010.0,2/6 Good,Up to 20€
Chile,Rubbery blackberry aromas are dense and horsey. This feel wide and chunky but loose at the seams. Oaky flavors of generic black fruits finish medicinal and a touch candied.,The 7th Generation,84,8.0,Central Valley,,G7 2015 The 7th Generation Cabernet Sauvignon (Central Valley),Cabernet Sauvignon,2015.0,2/6 Good,Up to 10€
Chile,"Grassy aromas feature a note of green banana and yeast. This feels round but hardly chunky, with reasonable core acidity. Flavors of citrus and apple are simple and clean, while a lemon-lime note and a hint of honey take care of the ending.",Reserva,86,14.0,Leyda Valley,,Santa Ema 2015 Reserva Chardonnay (Leyda Valley),Chardonnay,2015.0,2/6 Good,Up to 20€
Chile,"Kind of big for a value wine, with aromas of plum and berry along with shoe polish and chocolate. The palate has some richness but not too much depth or weight, while the flavors of blackberry and baked plum are convincing. Finishes soft and short, with cola and candied notes.",Reserva,86,10.0,Colchagua Valley,,Santa Carolina 2007 Reserva Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,2007.0,2/6 Good,Up to 10€
Chile,Jammy plum and currant flavors turn roasted in the glass. Typical notes of plum and berry support a steady palate.,Selection,84,9.0,Curicó Valley,,Patagón 2013 Selection Cabernet Sauvignon (Curicó Valley),Cabernet Sauvignon,2013.0,2/6 Good,Up to 10€
Chile,"Earthy, baked aromas of ripe berry, raisin and leather come with a tobacco note. This is nice given the cold weather that drove the 2011 vintage. Round tannins and overall balance provide bedding for spicy flavors of blackberry, herbal notes, licorice and oak.",Alpha Marchigue Vineyard,88,25.0,Colchagua Valley,,Montes 2011 Alpha Marchigue Vineyard Carmenère (Colchagua Valley),Carmenère,2011.0,3/6 Very Good,Up to 50€
Chile,"Savory aromas of grilled meats and barbecue sauce come with resiny oak and carob notes. This feels solid in the mouth, with an oak-driven texture that's cut by nice acidity. Core flavors follow the nose: savory berry with resiny oak, herbs and BBQ notes. Spearmint flavors and racy acidity drive the finish.",Queulat Gran Reserva Single Vineyard,88,18.0,Maipo Valley,,Ventisquero 2010 Queulat Gran Reserva Single Vineyard Carmenère (Maipo Valley),Carmenère,2010.0,3/6 Very Good,Up to 20€
Chile,"Despite the higher price and “reserva” name, this Chard is actually more dull than Terrmater's regular '07 wine, which is innocuous at best. This one is tan and oxidized, with flat, chunky flavors and a dull, melony finish.",Reserva,81,18.0,Maipo Valley,,TerraMater 2007 Reserva Chardonnay (Maipo Valley),Chardonnay,2007.0,1/6 Acceptable,Up to 20€
Chile,"Freshness and purity are limited in this Pinot from Chile's deep south. Murky and muddled on the nose, this is cidery and fairly weak in constitution. Dilute flavors of currant and raspberry finish with an herbal accent.",Quino Noir,83,43.0,Malleco,,William Fèvre 2012 Quino Noir Pinot Noir (Malleco),Pinot Noir,2012.0,2/6 Good,Up to 50€
Chile,"Intense, compact aromas feed into a big, tannic palate with monster fruit that's fairly herbal in character. This is a pounding wine that eschews elegance for black-fruit power, and along the way it's rubbery and a bit scratchy.",Reserve,85,15.0,Maipo Valley,,Santa Ema 2011 Reserve Malbec (Maipo Valley),Malbec,2011.0,2/6 Good,Up to 20€
Chile,"Grass and bell pepper aromas define the nose on this lithe white. Following the nose, the palate is tangy, angular and sharp. Lively flavors of lemon, scallion and tarragon finish long, with hard-driving acidity.",Boya,88,18.0,Leyda Valley,,Garces Silva 2014 Boya Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,2014.0,3/6 Very Good,Up to 20€
Chile,"Warm, rubbery berry aromas mixed with smoked meat and herbal accents make for a solid nose, and while the palate has clampy acidity and herbal notes, there's ample body, roundness and berry fruit to bring it home. Both leafy and candied on the finish.",Alpha,87,24.0,Colchagua Valley,,Montes 2007 Alpha Merlot (Colchagua Valley),Merlot,2007.0,3/6 Very Good,Up to 50€
Chile,"Lime and passion fruit aromas are subtle and appealing. This delivers a fresh, alert palate and crisp, lightly brined flavors of lettuce, apple and cucumber. On the finish, it runs peppery but not overly aggressive.",Reserve,87,10.0,Maule Valley,,Santa Alba 2014 Reserve Sauvignon Blanc (Maule Valley),Sauvignon Blanc,2014.0,3/6 Very Good,Up to 10€
Chile,"Herbal and savory smelling up front, this cool-vintage Cabernet also shows plum, berry and mild green aromas. A tight, tannic palate offers flavors of herbal plum and cherry, while the finish is choppy, drawing and tannic, with herbal leftovers.",Armador,87,13.0,Maipo Valley,,Odfjell 2013 Armador Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,2013.0,3/6 Very Good,Up to 20€
Chile,"Briary, herbal berry aromas are dry, earthy, foresty and show a note of olive. This Cab is full of life on the palate, with energy and good overall balance. Spicy flavors of baked plum, olive, herbs and tobacco finish long, with amplified oak. Drink now through 2018.",Tributo Single Vineyard,90,20.0,Colchagua Valley,,Caliterra 2013 Tributo Single Vineyard Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,2013.0,4/6 Excellent,Up to 20€
Chile,"Earthy blackberry aromas come with a leafy note and rusticity. The palate on this Cabernet Sauvignon-led blend is crimped and pinched, with linear flavors of boysenberry and herbs. On the finish, this tastes a bit green, with blueberry sweetness helping to balance things off.",Elements Cabernet Sauvignon-Petit Verdot-Carignan-Carmenere,88,30.0,Central Valley,,Echeverria 2012 Elements Cabernet Sauvignon-Petit Verdot-Carignan-Carmenere Red (Central Valley),Red Blend,2012.0,3/6 Very Good,Up to 50€
Chile,"Plump aromas of melon and almond candy announce a chunky palate with citric acidity. Pithy orange and melon flavors are straightforward, with some sweetness. Consider this a decent, generic white wine.",Reserva,83,14.0,Casablanca Valley,,Morandé 2012 Reserva Pinot Grigio (Casablanca Valley),Pinot Grigio,2012.0,2/6 Good,Up to 20€
Chile,"Proprietary cool-climate aromas of spicy meaty black fruits are suggestive of peas. While this is raw, choppy and bumpy in feel, it's not ponderous. Roasted salty meaty plum flavors are spicy, while this remains herbal in character but fresh on the finish.",Single Vineyard Canelo,87,20.0,Leyda Valley,,Leyda 2014 Single Vineyard Canelo Syrah (Leyda Valley),Syrah,2014.0,3/6 Very Good,Up to 20€
Chile,"Gritty white-fruit and green aromas are more neutral than loud. This has a sharp, citric mouthfeel that's all about acidity. Tart flavors of citrus and mixed greens finish salty.",Reserva Premium Blend,85,17.0,Chile,,Trio 2015 Reserva Premium Blend Sauvignon Blanc (Chile),Sauvignon Blanc,2015.0,2/6 Good,Up to 20€
Chile,"On the nose, this Chardonnay smells mostly of oak, with apple and melon notes in the background. Salty oaky flavors mask the wine's fruit, which falls into the stone-fruit category. A barrel-dominated finish with nectarine notes is resiny and salty.",Marques de Casa Concha,87,22.0,Limarí Valley,,Concha y Toro 2015 Marques de Casa Concha Chardonnay (Limarí Valley),Chardonnay,2015.0,3/6 Very Good,Up to 50€
Chile,"Gritty citrus aromas are tight and crisp. This is wet, basic and zesty on the palate, but lean. Flavors of citrus, green herbs and brine finish with a mix of bitterness and notes of tangy green apple and passion fruit.",Natura,85,12.0,Casablanca Valley,,Emiliana 2014 Natura Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,2014.0,2/6 Good,Up to 20€
Chile,"Mealy white-fruit aromas are lacking in clarity and freshness, while the flavor profile is based on pineapple. The finish is broad and heavy.",Reserva Unoaked,82,12.0,Casablanca Valley,,Apaltagua 2013 Reserva Unoaked Chardonnay (Casablanca Valley),Chardonnay,2013.0,1/6 Acceptable,Up to 20€
Chile,"This is a very full, meaty, saturated blend, with a lightly stewed nose that carries aromas of tomato, bacon, mint and brambly berry. It feels grabby and punchy due to strong tannins, then tastes of medicinal black fruit, herb and coconut-tinged oak. Spicy and hard on the finish.",1865 Limited Edition,87,25.0,Cachapoal Valley,,San Pedro 2009 1865 Limited Edition Cabernet Sauvignon-Syrah (Cachapoal Valley),Cabernet Sauvignon-Syrah,2009.0,3/6 Very Good,Up to 50€
